0.10,0.06103870595
0.11,0.05426341032
0.12,0.04873085334
0.13,0.04405576148
0.14,0.04000871916
0.15,0.03653834332
0.16,0.03349759048
0.17,0.03080639583
0.18,0.02844122382
0.19,0.02628827038
0.20,0.02438041190
0.21,0.02265914252
0.22,0.02107176182
0.23,0.01965302730
0.24,0.01833339469
0.25,0.01712814087
0.26,0.01601262465
0.27,0.01500134899
0.28,0.01405299655
0.29,0.01316523692
0.30,0.01235652564
0.31,0.01158949494
0.32,0.01087621998
0.33,0.01021442316
0.34,0.00959410785
0.35,0.00901368362
0.36,0.00846424297
0.37,0.00795193591
0.38,0.00746826771
0.39,0.00701226322
0.40,0.00658293937
0.41,0.00617930704
0.42,0.00580037326
0.43,0.00543921950
0.44,0.00510115125
0.45,0.00477961884
0.46,0.00447417587
0.47,0.00418954487
0.48,0.00391972070
0.49,0.00366423664
0.50,0.00342261995
0.51,0.00319439302
0.52,0.00297907463
0.53,0.00277203890
0.54,0.00258124841
0.55,0.00239809334
0.56,0.00222622264
0.57,0.00206674169
0.58,0.00191159744
0.59,0.00176990213
0.60,0.00163303891
0.61,0.00150557262
0.62,0.00138562546
0.63,0.00127160531
0.64,0.00116595511
0.65,0.00106701201
0.66,0.00097338178
0.67,0.00088604472
0.68,0.00080572661
0.69,0.00072915897
0.70,0.00065907054
0.71,0.00059254672
0.72,0.00053196364
0.73,0.00047545967
0.74,0.00042292939
0.75,0.00037549427
0.76,0.00033161456
0.77,0.00029075244
0.78,0.00025404983
0.79,0.00022048848
0.80,0.00018994787
0.81,0.00016266337
0.82,0.00013807369
0.83,0.00011605270
0.84,0.00009647115
0.85,0.00007964667
0.86,0.00006448594
0.87,0.00005170174
0.88,0.00004057093
0.89,0.00003123536
0.90,0.00002346772
0.91,0.00001702062
0.92,0.00001200190
0.93,0.00000802936
0.94,0.00000504537
0.95,0.00000290956
0.96,0.00000149667
0.97,0.00000063609
0.98,0.00000018524
0.99,0.00000002316
