0.10,0.536529541
0.11,0.504638672
0.12,0.477325439
0.13,0.453224182
0.14,0.431503296
0.15,0.412162781
0.16,0.394607544
0.17,0.378540039
0.18,0.363960266
0.19,0.350273132
0.20,0.337776184
0.21,0.326171875
0.22,0.315162659
0.23,0.305046082
0.24,0.295375824
0.25,0.286300659
0.26,0.277671814
0.27,0.269638062
0.28,0.261901855
0.29,0.254463196
0.30,0.247503281
0.31,0.240722656
0.32,0.234243393
0.33,0.228065491
0.34,0.222113609
0.35,0.216387749
0.36,0.210812569
0.37,0.205463409
0.38,0.200264931
0.39,0.195217133
0.40,0.190320015
0.41,0.185573578
0.42,0.180977821
0.43,0.176457405
0.44,0.172087669
0.45,0.167793274
0.46,0.163574219
0.47,0.159505844
0.48,0.155512810
0.49,0.151595116
0.50,0.147752762
0.51,0.143985748
0.52,0.140294075
0.53,0.136602402
0.54,0.133061409
0.55,0.129520416
0.56,0.126054764
0.57,0.122698784
0.58,0.119287014
0.59,0.116026878
0.60,0.112728834
0.61,0.109506607
0.62,0.106322289
0.63,0.103137970
0.64,0.100029469
0.65,0.096958876
0.66,0.093888283
0.67,0.090855598
0.68,0.087898731
0.69,0.084903955
0.70,0.081984997
0.71,0.079028130
0.72,0.076147079
0.73,0.073266029
0.74,0.070384979
0.75,0.067579746
0.76,0.064774513
0.77,0.061938405
0.78,0.059162378
0.79,0.056386352
0.80,0.053610325
0.81,0.050872326
0.82,0.048134327
0.83,0.045396328
0.84,0.042658329
0.85,0.039996386
0.86,0.037258387
0.87,0.034596443
0.88,0.031896472
0.89,0.029222190
0.90,0.026556075
0.91,0.023851871
0.92,0.021223843
0.93,0.018557727
0.94,0.015891612
0.95,0.013225138
0.96,0.010595053
0.97,0.007964969
0.98,0.005279005
0.99,0.002639636
